Órgão UGE Código;Órgão UGE Nome;Dia Lançamento;Item Informação;Saldo R$ (Item Informação)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;03/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);842.382,91
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;03/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);6.487.286,00
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;03/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(9.158,00)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;03/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);3.749.078,25
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(731.554,78)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);477,20
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);228.962,63
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.164.276,79)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.332.602,29)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(921.334,46)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(913.039,46)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.699.592,08)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.699.592,08)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(8.342,20)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(24.466,67)
41903;FUNDO P/O DESENV.TECNOL.DAS TELECOMUNICACOES;04/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(675.534,89)
41903;FUNDO P/O DESENV.TECNOL.DAS TELECOMUNICACOES;04/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(675.534,89)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);94.786,92
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(14.258,60)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(14.258,60)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.026,43
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.837,16)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);337.377,10
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);115,20
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(75.507,86)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.464.279,79
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(107.391,21)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(170.026,63)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);16.097,00
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);185,90
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);185,90
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);8.677,20
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);8.677,20
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);4.476,47
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);4.476,47
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.097,19
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.097,19
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);325.865,91
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);604.817,83
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);70.385,85
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(309.565,89)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.879.444,63)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(103.716,39)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.364,18)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);159.937,17
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(55.626,94)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(6.255.673,02)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(6.964.039,07)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.316.580,45)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(19.784,86)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(8.065.252,84)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);23.465.366,82
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);92.371,16
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(68.801,93)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(550.238,08)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(229.227,81)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(337.338,27)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(379.837,06)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(293.248,11)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);6.828.377,72
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.137.587,89
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.854.395,06)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(24.448.210,54)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(11.922,30)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(13.553.867,63)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);301.804,52
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(23.123,91)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);23.526.530,28
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);100.800,00
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);37,73
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);3.732.693,93
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(98.694,81)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(267.717,47)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(140.499,29)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(310.685,62)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(958.929,24)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);3.837.810,29
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.550.357,31
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(7.101.134,60)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.141.447,54)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(634.974,57)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(20.479.411,57)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);110.053,80
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.000.000,00
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.299.552,00
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);97.480,17
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(86.103,96)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.883.596,25
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.008.101,00)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(497.538,03)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(191.117,82)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.347.512,92
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(458.510,73)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(74.140,85)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.257.143,50)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(73.164,32)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);69.933,51
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);9.015,32
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(7.437.774,85)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(244.627,36)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(244.642,93)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(977.772,91)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(24.015.909,89)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.828,81)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(484.825,80)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);751.441,68
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(248.345,48)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.208.522,29)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(202.526,02)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(131.486,26)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);659.738,05
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);219,38
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.070.515,24
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);738.284,17
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.032.073,70)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(12.419.043,52)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(603.103,45)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);925.627,02
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.314.912,64
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);390.236,68
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);3.940.542,97
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(111.419,77)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(555.374,74)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.654.221,67)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(262.428,52)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.462.485,20)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.103.863,84
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.392,28)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);2.397.928,44
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(116.420.900,47)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(12.728,80)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.579.546,88)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);24.677,32
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(162.347,33)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);117.842.434,88
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(24.281.285,39)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);15.115,87
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(131.813,67)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);752.560,73
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(305.085,12)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.916.867,71)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(423.447,46)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(496.966,18)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);237.648,20
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.148.559,06)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(88.183.442,86)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);22.103.854,56
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);474.761,31
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(142.494.329,77)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);33.000,09
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(20.819.587,97)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.639.227,28)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);106.857,31
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);3.698.775,78
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.428.165,15
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;04/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);4.112.078,08
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(261.519,12)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(299.233,66)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(595.260,75)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;04/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.754.476,47
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);34,55
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;04/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(862.814,92)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(158.243,22)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;04/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.489.696,29
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);3.613.076,38
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;04/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(8.864.426,03)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(88.085,91)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;04/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(172.679,13)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.331.381,18)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;04/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);195.552,01
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(11.713,60)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;04/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(238.466,54)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;04/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);7.396,30
